Matrix source row,Requirement,Type,Module,Requirement title,Resolution status,API operationId,API method,API path,Permission,Server handler planned,Screen Stage 3.5,FLOW Stage 3.5,Test type,Source evidence,Resolution rationale
wave-b.csv:1014,AC-2336,AC,MOD-013,Stable error handling for FR-152,resolved,PUT_api_v1_objects_objectId_tags,PUT,/api/v1/objects/{objectId}/tags,Tag.Assign,Task.Application.MOD-013.PUT_api_v1_objects_objectId_tagsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1014 Source='OpenAPI `PUT_api_v1_objects_objectId_tags`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId PUT_api_v1_objects_objectId_tags = PUT /api/v1/objects/{objectId}/tags; traceability 4.5 FR-152 Permission=Tag.Assign,Source field of the matrix row confirms operationId PUT_api_v1_objects_objectId_tags; method and path verified in openapi.yaml; permission confirmed via traceability FR-152.
wave-b.csv:1015,AC-2337,AC,MOD-013,Stable error handling for FR-153,resolved,GET_api_v1_tags,GET,/api/v1/tags,Tag.Read,Task.Application.MOD-013.GET_api_v1_tagsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1015 Source='OpenAPI `GET_api_v1_tags`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId GET_api_v1_tags = GET /api/v1/tags; traceability 4.5 FR-153 Permission=Tag.Read,Source field of the matrix row confirms operationId GET_api_v1_tags; method and path verified in openapi.yaml; permission confirmed via traceability FR-153.
wave-b.csv:1016,AC-2338,AC,MOD-013,Stable error handling for FR-154,resolved,POST_api_v1_tags,POST,/api/v1/tags,Tag.Manage,Task.Application.MOD-013.POST_api_v1_tagsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1016 Source='OpenAPI `POST_api_v1_tags`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId POST_api_v1_tags = POST /api/v1/tags; traceability 4.5 FR-154 Permission=Tag.Manage,Source field of the matrix row confirms operationId POST_api_v1_tags; method and path verified in openapi.yaml; permission confirmed via traceability FR-154.
wave-b.csv:1017,AC-2339,AC,MOD-013,Stable error handling for FR-155,resolved,DELETE_api_v1_tags_id,DELETE,/api/v1/tags/{id},Tag.Manage,Task.Application.MOD-013.DELETE_api_v1_tags_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1017 Source='OpenAPI `DELETE_api_v1_tags_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId DELETE_api_v1_tags_id = DELETE /api/v1/tags/{id}; traceability 4.5 FR-155 Permission=Tag.Manage,Source field of the matrix row confirms operationId DELETE_api_v1_tags_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-155.
wave-b.csv:1018,AC-2340,AC,MOD-013,Stable error handling for FR-156,resolved,GET_api_v1_tags_id,GET,/api/v1/tags/{id},Tag.Read,Task.Application.MOD-013.GET_api_v1_tags_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1018 Source='OpenAPI `GET_api_v1_tags_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId GET_api_v1_tags_id = GET /api/v1/tags/{id}; traceability 4.5 FR-156 Permission=Tag.Read,Source field of the matrix row confirms operationId GET_api_v1_tags_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-156.
wave-b.csv:1019,AC-2341,AC,MOD-013,Stable error handling for FR-157,resolved,PATCH_api_v1_tags_id,PATCH,/api/v1/tags/{id},Tag.Manage,Task.Application.MOD-013.PATCH_api_v1_tags_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1019 Source='OpenAPI `PATCH_api_v1_tags_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId PATCH_api_v1_tags_id = PATCH /api/v1/tags/{id}; traceability 4.5 FR-157 Permission=Tag.Manage,Source field of the matrix row confirms operationId PATCH_api_v1_tags_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-157.
wave-b.csv:1020,AC-2342,AC,MOD-013,Stable error handling for FR-158,resolved,POST_api_v1_tags_id_restore,POST,/api/v1/tags/{id}/restore,Tag.Manage,Task.Application.MOD-013.POST_api_v1_tags_id_restoreHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1020 Source='OpenAPI `POST_api_v1_tags_id_restore`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement ERR-013'; openapi.yaml operationId POST_api_v1_tags_id_restore = POST /api/v1/tags/{id}/restore; traceability 4.5 FR-158 Permission=Tag.Manage,Source field of the matrix row confirms operationId POST_api_v1_tags_id_restore; method and path verified in openapi.yaml; permission confirmed via traceability FR-158.
wave-b.csv:1021,AC-2343,AC,MOD-013,Stable error handling for FR-259,unresolved,,,,,,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Error handling,implementation_matrix.csv wave-b.csv:1021 title='Stable error handling for FR-259'; traceability 4.5 FR-259 API cell='Desktop-only; использует существующие read/command API при необходимости'.,FR-259 is Desktop-only with no dedicated API operation; the allowed sources confirm no server operation for this AC.
wave-b.csv:1046,AC-2836,AC,MOD-013,Audit evidence for FR-136,resolved,GET_api_v1_comments_id_versions,GET,/api/v1/comments/{id}/versions,History.Read,Task.Application.MOD-013.GET_api_v1_comments_id_versionsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Audit/security,implementation_matrix.csv wave-b.csv:1046 Source='OpenAPI `GET_api_v1_comments_id_versions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-013'; openapi.yaml operationId GET_api_v1_comments_id_versions = GET /api/v1/comments/{id}/versions; traceability 4.5 FR-136 Permission=History.Read,Source field of the matrix row confirms operationId GET_api_v1_comments_id_versions; method and path verified in openapi.yaml; permission confirmed via traceability FR-136.
wave-b.csv:1047,AC-2837,AC,MOD-013,Audit evidence for FR-137,resolved,GET_api_v1_objects_objectId_comments,GET,/api/v1/objects/{objectId}/comments,Comment.Read,Task.Application.MOD-013.GET_api_v1_objects_objectId_commentsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Audit/security,implementation_matrix.csv wave-b.csv:1047 Source='OpenAPI `GET_api_v1_objects_objectId_comments`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-013'; openapi.yaml operationId GET_api_v1_objects_objectId_comments = GET /api/v1/objects/{objectId}/comments; traceability 4.5 FR-137 Permission=Comment.Read,Source field of the matrix row confirms operationId GET_api_v1_objects_objectId_comments; method and path verified in openapi.yaml; permission confirmed via traceability FR-137.
wave-b.csv:1048,AC-2838,AC,MOD-013,Audit evidence for FR-138,resolved,POST_api_v1_objects_objectId_comments,POST,/api/v1/objects/{objectId}/comments,Comment.Create,Task.Application.MOD-013.POST_api_v1_objects_objectId_commentsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Audit/security,implementation_matrix.csv wave-b.csv:1048 Source='OpenAPI `POST_api_v1_objects_objectId_comments`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-013'; openapi.yaml operationId POST_api_v1_objects_objectId_comments = POST /api/v1/objects/{objectId}/comments; traceability 4.5 FR-138 Permission=Comment.Create,Source field of the matrix row confirms operationId POST_api_v1_objects_objectId_comments; method and path verified in openapi.yaml; permission confirmed via traceability FR-138.
wave-b.csv:1049,AC-2839,AC,MOD-013,Audit evidence for FR-139,resolved,DELETE_api_v1_objects_objectId_comments_id,DELETE,/api/v1/objects/{objectId}/comments/{id},Comment.DeleteOwnOrModerate,Task.Application.MOD-013.DELETE_api_v1_objects_objectId_comments_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Audit/security,implementation_matrix.csv wave-b.csv:1049 Source='OpenAPI `DELETE_api_v1_objects_objectId_comments_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-013'; openapi.yaml operationId DELETE_api_v1_objects_objectId_comments_id = DELETE /api/v1/objects/{objectId}/comments/{id}; traceability 4.5 FR-139 Permission=Comment.DeleteOwnOrModerate,Source field of the matrix row confirms operationId DELETE_api_v1_objects_objectId_comments_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-139.
wave-b.csv:1050,AC-2840,AC,MOD-013,Audit evidence for FR-140,resolved,GET_api_v1_objects_objectId_comments_id,GET,/api/v1/objects/{objectId}/comments/{id},Comment.Read,Task.Application.MOD-013.GET_api_v1_objects_objectId_comments_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Audit/security,implementation_matrix.csv wave-b.csv:1050 Source='OpenAPI `GET_api_v1_objects_objectId_comments_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-013'; openapi.yaml operationId GET_api_v1_objects_objectId_comments_id = GET /api/v1/objects/{objectId}/comments/{id}; traceability 4.5 FR-140 Permission=Comment.Read,Source field of the matrix row confirms operationId GET_api_v1_objects_objectId_comments_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-140.
wave-b.csv:1051,AC-2841,AC,MOD-013,Audit evidence for FR-141,resolved,PATCH_api_v1_objects_objectId_comments_id,PATCH,/api/v1/objects/{objectId}/comments/{id},Comment.UpdateOwnOrModerate,Task.Application.MOD-013.PATCH_api_v1_objects_objectId_comments_idHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Audit/security,implementation_matrix.csv wave-b.csv:1051 Source='OpenAPI `PATCH_api_v1_objects_objectId_comments_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-013'; openapi.yaml operationId PATCH_api_v1_objects_objectId_comments_id = PATCH /api/v1/objects/{objectId}/comments/{id}; traceability 4.5 FR-141 Permission=Comment.UpdateOwnOrModerate,Source field of the matrix row confirms operationId PATCH_api_v1_objects_objectId_comments_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-141.
wave-b.csv:1052,AC-2842,AC,MOD-013,Audit evidence for FR-142,resolved,GET_api_v1_interactions,GET,/api/v1/interactions,Contact.Read,Task.Application.MOD-013.GET_api_v1_interactionsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Audit/security,implementation_matrix.csv wave-b.csv:1052 Source='OpenAPI `GET_api_v1_interactions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-013'; openapi.yaml operationId GET_api_v1_interactions = GET /api/v1/interactions; traceability 4.5 FR-142 Permission=Contact.Read,Source field of the matrix row confirms operationId GET_api_v1_interactions; method and path verified in openapi.yaml; permission confirmed via traceability FR-142.
wave-b.csv:1053,AC-2843,AC,MOD-013,Audit evidence for FR-143,resolved,POST_api_v1_interactions,POST,/api/v1/interactions,Interaction.Create,Task.Application.MOD-013.POST_api_v1_interactionsHandler,"SCR-035 Комментарии объекта; SCR-067 Проект: комментарии; SCR-116 Interaction timeline; SCR-117 PII policy, object links; SCR-202 Общие comments; SCR-203 Связи и tags",FLOW-037 Создать Interaction,Audit/security,implementation_matrix.csv wave-b.csv:1053 Source='OpenAPI `POST_api_v1_interactions`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-013'; openapi.yaml operationId POST_api_v1_interactions = POST /api/v1/interactions; traceability 4.5 FR-143 Permission=Interaction.Create,Source field of the matrix row confirms operationId POST_api_v1_interactions; method and path verified in openapi.yaml; permission confirmed via traceability FR-143.
