Wave,Source row,Requirement,Type,Module,Module name,Requirement title,API status,API operationId,API path (method),Permission,Server handler (planned),Screen (Stage 3.5),FLOW (Stage 3.5),Acceptance criteria (AC),Test type,Priority,Source,Disposition reason,Gap reference
A,wave-a.csv:234,AC-119,AC,MOD-001,Авторизация и сессии,Happy path: Отозвать все сессии пользователя,api,POST_api_v1_auth_logout_all,POST /api/v1/auth/logout-all,Authenticated,OrganizerController.POST_api_v1_auth_logout_all,SCR-152 Пароль и безопасность; SCR-161 Мои devices и sessions,FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии,,Contract/integration,Critical,OpenAPI `POST_api_v1_auth_logout_all`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:235,AC-120,AC,MOD-001,Авторизация и сессии,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,POST_api_v1_auth_logout_all,POST /api/v1/auth/logout-all,Authenticated,OrganizerController.POST_api_v1_auth_logout_all,SCR-152 Пароль и безопасность; SCR-161 Мои devices и sessions,FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии,,Security/session,Critical,OpenAPI `POST_api_v1_auth_logout_all`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:236,AC-121,AC,MOD-001,Авторизация и сессии,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая контрактная версия/precondition не приводит к overwrite,api,POST_api_v1_auth_logout_all,POST /api/v1/auth/logout-all,Authenticated,OrganizerController.POST_api_v1_auth_logout_all,SCR-152 Пароль и безопасность; SCR-161 Мои devices и sessions,FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_auth_logout_all`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:237,AC-122,AC,MOD-001,Авторизация и сессии,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Отозвать все сессии пользователя не ставится в offline queue,api,POST_api_v1_auth_logout_all,POST /api/v1/auth/logout-all,Authenticated,OrganizerController.POST_api_v1_auth_logout_all,SCR-152 Пароль и безопасность; SCR-161 Мои devices и sessions,FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_auth_logout_all`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:238,AC-123,AC,MOD-001,Авторизация и сессии,[Stable-error-specific recovery (Stage 3.5 error/UI rule)] Idempotency: повтор с тем же key/hash не создаёт двойной side effect,api,POST_api_v1_auth_logout_all,POST /api/v1/auth/logout-all,Authenticated,OrganizerController.POST_api_v1_auth_logout_all,SCR-152 Пароль и безопасность; SCR-161 Мои devices и sessions,FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии,,Integration,Critical,OpenAPI `POST_api_v1_auth_logout_all`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:239,AC-124,AC,MOD-001,Авторизация и сессии,Happy path: Ротация refresh token,api,POST_api_v1_auth_refresh,POST /api/v1/auth/refresh,Anonymous.SessionRefresh,OrganizerController.POST_api_v1_auth_refresh,SCR-006 Сессия прервана,FLOW-002 Обычный вход; FLOW-003 Истечение сессии; FLOW-024 Восстановление соединения,,Contract/integration,Critical,OpenAPI `POST_api_v1_auth_refresh`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:240,AC-125,AC,MOD-001,Авторизация и сессии,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,POST_api_v1_auth_refresh,POST /api/v1/auth/refresh,Anonymous.SessionRefresh,OrganizerController.POST_api_v1_auth_refresh,SCR-006 Сессия прервана,FLOW-002 Обычный вход; FLOW-003 Истечение сессии; FLOW-024 Восстановление соединения,,Security/session,Critical,OpenAPI `POST_api_v1_auth_refresh`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:241,AC-126,AC,MOD-001,Авторизация и сессии,[STATE-014/STATE-025] Conflict/precondition: устаревшая или отсутствующая контрактная версия/precondition не приводит к overwrite,api,POST_api_v1_auth_refresh,POST /api/v1/auth/refresh,Anonymous.SessionRefresh,OrganizerController.POST_api_v1_auth_refresh,SCR-006 Сессия прервана,FLOW-002 Обычный вход; FLOW-003 Истечение сессии; FLOW-024 Восстановление соединения,,Concurrency/integration,Critical,OpenAPI `POST_api_v1_auth_refresh`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:242,AC-127,AC,MOD-001,Авторизация и сессии,[ServerUnavailable (Stage 3.5 State Matrix)/ServerUnavailable (cached read-only presentation) (Stage 3.5 State Matrix)/Reconnecting (Stage 3.5 State Matrix)] Server unavailable/read-only: команда Ротация refresh token не ставится в offline queue,api,POST_api_v1_auth_refresh,POST /api/v1/auth/refresh,Anonymous.SessionRefresh,OrganizerController.POST_api_v1_auth_refresh,SCR-006 Сессия прервана,FLOW-002 Обычный вход; FLOW-003 Истечение сессии; FLOW-024 Восстановление соединения,,Desktop/resilience,Critical,OpenAPI `POST_api_v1_auth_refresh`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:243,AC-128,AC,MOD-001,Авторизация и сессии,Happy path: Текущая сессия и capabilities,api,GET_api_v1_auth_session,GET /api/v1/auth/session,Authenticated,OrganizerController.GET_api_v1_auth_session,SCR-006 Сессия прервана; SCR-161 Мои devices и sessions,FLOW-002 Обычный вход; FLOW-003 Истечение сессии; FLOW-024 Восстановление соединения,,Contract/integration,High,OpenAPI `GET_api_v1_auth_session`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:244,AC-129,AC,MOD-001,Авторизация и сессии,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,GET_api_v1_auth_session,GET /api/v1/auth/session,Authenticated,OrganizerController.GET_api_v1_auth_session,SCR-006 Сессия прервана; SCR-161 Мои devices и sessions,FLOW-002 Обычный вход; FLOW-003 Истечение сессии; FLOW-024 Восстановление соединения,,Security/session,Critical,OpenAPI `GET_api_v1_auth_session`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:245,AC-130,AC,MOD-001,Авторизация и сессии,Happy path: Список собственных/разрешённых сессий,api,GET_api_v1_auth_sessions,GET /api/v1/auth/sessions,Session.ReadOwnOrAll,OrganizerController.GET_api_v1_auth_sessions,SCR-161 Мои devices и sessions; SCR-181 Sessions и login attempts,FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии,,Contract/integration,High,OpenAPI `GET_api_v1_auth_sessions`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:246,AC-131,AC,MOD-001,Авторизация и сессии,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)] Permission denied: Список собственных/разрешённых сессий не выполняется и данные не раскрываются,api,GET_api_v1_auth_sessions,GET /api/v1/auth/sessions,Session.ReadOwnOrAll,OrganizerController.GET_api_v1_auth_sessions,SCR-161 Мои devices и sessions; SCR-181 Sessions и login attempts,FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии,,Security/authorization,Critical,OpenAPI `GET_api_v1_auth_sessions`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:247,AC-132,AC,MOD-001,Авторизация и сессии,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Session/device interruption: операция прекращается без сохранения неподтверждённого состояния,api,GET_api_v1_auth_sessions,GET /api/v1/auth/sessions,Session.ReadOwnOrAll,OrganizerController.GET_api_v1_auth_sessions,SCR-161 Мои devices и sessions; SCR-181 Sessions и login attempts,FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии,,Security/session,Critical,OpenAPI `GET_api_v1_auth_sessions`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:248,AC-133,AC,MOD-001,Авторизация и сессии,[Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Happy path: Отозвать сессию,api,POST_api_v1_auth_sessions_sessionId_revoke,POST /api/v1/auth/sessions/{sessionId}/revoke,Session.RevokeOwnOrAll,OrganizerController.POST_api_v1_auth_sessions_sessionId_revoke,SCR-161 Мои devices и sessions; SCR-181 Sessions и login attempts,FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии,,Contract/integration,Critical,OpenAPI `POST_api_v1_auth_sessions_sessionId_revoke`; Stage_3_Field_Traceability_Final_3.5.csv,,
A,wave-a.csv:249,AC-134,AC,MOD-001,Авторизация и сессии,[Forbidden (Stage 3.5 State Matrix)/ObjectUnavailable (Stage 3.5 State Matrix)/Authentication/session error handling (Stage 3.5 error/UI rule)/Authentication/session error handling (Stage 3.5 error/UI rule)/Device-revocation error handling (Stage 3.5 error/UI rule)] Permission denied: Отозвать сессию не выполняется и данные не раскрываются,api,POST_api_v1_auth_sessions_sessionId_revoke,POST /api/v1/auth/sessions/{sessionId}/revoke,Session.RevokeOwnOrAll,OrganizerController.POST_api_v1_auth_sessions_sessionId_revoke,SCR-161 Мои devices и sessions; SCR-181 Sessions и login attempts,FLOW-001 Первый вход; FLOW-002 Обычный вход; FLOW-003 Истечение сессии,,Security/authorization,Critical,OpenAPI `POST_api_v1_auth_sessions_sessionId_revoke`; Stage_3_Field_Traceability_Final_3.5.csv,,
