"Matrix source row","Requirement","Type","Module","Requirement title","Resolution status","Traceability mode","Related OpenAPI operationIds","API operationId","API method","API path","Permission","Server handler planned","Screen Stage 3.5","FLOW Stage 3.5","Test type","Source evidence","Resolution rationale"
"wave-a.csv:972","AC-2755","AC","MOD-007","Audit evidence for FR-056","resolved","single-operation","PATCH_api_v1_recurrence_series_id","PATCH_api_v1_recurrence_series_id","PATCH","/api/v1/recurrence-series/{id}","Task.ManageRecurrence","Task.Application.MOD-007.PATCH_api_v1_recurrence_series_idHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:972 Source='OpenAPI `PATCH_api_v1_recurrence_series_id`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-007'; openapi.yaml operationId PATCH_api_v1_recurrence_series_id = PATCH /api/v1/recurrence-series/{id}; traceability 4.5 FR-056 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId PATCH_api_v1_recurrence_series_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-056."
"wave-a.csv:973","AC-2756","AC","MOD-007","Audit evidence for FR-057","resolved","single-operation","POST_api_v1_recurrence_series_id_apply_change","POST_api_v1_recurrence_series_id_apply_change","POST","/api/v1/recurrence-series/{id}/apply-change","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_apply_changeHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:973 Source='OpenAPI `POST_api_v1_recurrence_series_id_apply_change`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_apply_change = POST /api/v1/recurrence-series/{id}/apply-change; traceability 4.5 FR-057 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_apply_change; method and path verified in openapi.yaml; permission confirmed via traceability FR-057."
"wave-a.csv:974","AC-2757","AC","MOD-007","Audit evidence for FR-058","resolved","single-operation","POST_api_v1_recurrence_series_id_generate","POST_api_v1_recurrence_series_id_generate","POST","/api/v1/recurrence-series/{id}/generate","System.JobRun","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_generateHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:974 Source='OpenAPI `POST_api_v1_recurrence_series_id_generate`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_generate = POST /api/v1/recurrence-series/{id}/generate; traceability 4.5 FR-058 Permission=System.JobRun","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_generate; method and path verified in openapi.yaml; permission confirmed via traceability FR-058."
"wave-a.csv:975","AC-2758","AC","MOD-007","Audit evidence for FR-059","resolved","single-operation","POST_api_v1_recurrence_series_id_preview","POST_api_v1_recurrence_series_id_preview","POST","/api/v1/recurrence-series/{id}/preview","Task.Read","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_previewHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:975 Source='OpenAPI `POST_api_v1_recurrence_series_id_preview`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_preview = POST /api/v1/recurrence-series/{id}/preview; traceability 4.5 FR-059 Permission=Task.Read","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_preview; method and path verified in openapi.yaml; permission confirmed via traceability FR-059."
"wave-a.csv:976","AC-2759","AC","MOD-007","Audit evidence for FR-060","resolved","single-operation","POST_api_v1_recurrence_series_id_resume","POST_api_v1_recurrence_series_id_resume","POST","/api/v1/recurrence-series/{id}/resume","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_resumeHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:976 Source='OpenAPI `POST_api_v1_recurrence_series_id_resume`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_resume = POST /api/v1/recurrence-series/{id}/resume; traceability 4.5 FR-060 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_resume; method and path verified in openapi.yaml; permission confirmed via traceability FR-060."
"wave-a.csv:977","AC-2760","AC","MOD-007","Audit evidence for FR-061","resolved","single-operation","POST_api_v1_recurrence_series_id_skip_occurrenceKey","POST_api_v1_recurrence_series_id_skip_occurrenceKey","POST","/api/v1/recurrence-series/{id}/skip/{occurrenceKey}","Task.ManageRecurrence","Task.Application.MOD-007.POST_api_v1_recurrence_series_id_skip_occurrenceKeyHandler","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:977 Source='OpenAPI `POST_api_v1_recurrence_series_id_skip_occurrenceKey`; Stage_3_Field_Traceability_Final_3.5.csv; cross-cutting requirement AUDIT-007'; openapi.yaml operationId POST_api_v1_recurrence_series_id_skip_occurrenceKey = POST /api/v1/recurrence-series/{id}/skip/{occurrenceKey}; traceability 4.5 FR-061 Permission=Task.ManageRecurrence","Source field of the matrix row confirms operationId POST_api_v1_recurrence_series_id_skip_occurrenceKey; method and path verified in openapi.yaml; permission confirmed via traceability FR-061."
"wave-a.csv:978","AC-2761","AC","MOD-007","Audit evidence for FR-252","unresolved","unresolved","","","","","","","SCR-026 Редактор recurrence; SCR-027 Scope изменения серии","FLOW-010 Повторяющаяся задача; FLOW-011 Изменить один occurrence; FLOW-012 Изменить future/all series","Audit/security","implementation_matrix.csv wave-a.csv:978 title='Audit evidence for FR-252'; traceability 4.5 FR-252 API cell='Desktop-only; использует существующие read/command API при необходимости'.","AC remains genuinely unresolved: parent FR is Desktop-only (api=no_api in implementation_matrix) and traceability 4.5 API cell 'Desktop-only; использует существующие read/command API при необходимости' names no concrete operationId or endpoint, so no provable operation set exists to bind this requirement to."
"wave-a.csv:1029","AC-1539","AC","MOD-008","[STATE-007] Field contract: ReminderCreate.status respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_reminders","POST_api_v1_reminders","POST","/api/v1/reminders","Reminder.ManageOwn","Task.Application.MOD-008.POST_api_v1_remindersHandler","SCR-028 Напоминания","FLOW-021 Snooze reminder","Boundary/contract UI","implementation_matrix.csv wave-a.csv:1029 Source='dto_field_catalog.csv:ReminderCreate.status; openapi.yaml operation POST_api_v1_reminders'; openapi.yaml operationId POST_api_v1_reminders = POST /api/v1/reminders; traceability 4.5 FR-063 Permission=Reminder.ManageOwn","Source field of the matrix row confirms operationId POST_api_v1_reminders; method and path verified in openapi.yaml; permission confirmed via traceability FR-063."
"wave-a.csv:1030","AC-1540","AC","MOD-008","[STATE-007] Field contract: ReminderPatch.status respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","PATCH_api_v1_reminders_id","PATCH_api_v1_reminders_id","PATCH","/api/v1/reminders/{id}","Reminder.ManageOwn","Task.Application.MOD-008.PATCH_api_v1_reminders_idHandler","SCR-028 Напоминания","FLOW-021 Snooze reminder","Boundary/contract UI","implementation_matrix.csv wave-a.csv:1030 Source='dto_field_catalog.csv:ReminderPatch.status; openapi.yaml operation PATCH_api_v1_reminders_id'; openapi.yaml operationId PATCH_api_v1_reminders_id = PATCH /api/v1/reminders/{id}; traceability 4.5 FR-067 Permission=Reminder.ManageOwn","Source field of the matrix row confirms operationId PATCH_api_v1_reminders_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-067."
"wave-a.csv:1031","AC-1541","AC","MOD-008","[STATE-007/Trashed (Stage 3.5 State Matrix)] Field contract: RestoreRequest.status respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_reminders_id_reschedule","POST_api_v1_reminders_id_reschedule","POST","/api/v1/reminders/{id}/reschedule","Reminder.ManageOwn","Task.Application.MOD-008.POST_api_v1_reminders_id_rescheduleHandler","SCR-028 Напоминания","FLOW-021 Snooze reminder","Boundary/contract UI","implementation_matrix.csv wave-a.csv:1031 Source='dto_field_catalog.csv:Reminder.status; openapi.yaml operation POST_api_v1_reminders_id_reschedule'; openapi.yaml operationId POST_api_v1_reminders_id_reschedule = POST /api/v1/reminders/{id}/reschedule; traceability 4.5 FR-069 Permission=Reminder.ManageOwn","Source field of the matrix row confirms operationId POST_api_v1_reminders_id_reschedule; method and path verified in openapi.yaml; permission confirmed via traceability FR-069."
"wave-a.csv:1032","AC-1542","AC","MOD-008","[STATE-007] Field contract: SnoozeRequest.status respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_reminders_id_snooze","POST_api_v1_reminders_id_snooze","POST","/api/v1/reminders/{id}/snooze","Reminder.ManageOwn","Task.Application.MOD-008.POST_api_v1_reminders_id_snoozeHandler","SCR-028 Напоминания","FLOW-021 Snooze reminder","Boundary/contract UI","implementation_matrix.csv wave-a.csv:1032 Source='dto_field_catalog.csv:ReminderOccurrence.status; openapi.yaml operation POST_api_v1_reminders_id_snooze'; openapi.yaml operationId POST_api_v1_reminders_id_snooze = POST /api/v1/reminders/{id}/snooze; traceability 4.5 FR-070 Permission=Reminder.ManageOwn","Source field of the matrix row confirms operationId POST_api_v1_reminders_id_snooze; method and path verified in openapi.yaml; permission confirmed via traceability FR-070."
"wave-a.csv:1033","AC-1543","AC","MOD-008","[STATE-007] Field contract: —.status respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","DELETE_api_v1_reminders_id","DELETE_api_v1_reminders_id","DELETE","/api/v1/reminders/{id}","Reminder.ManageOwn","Task.Application.MOD-008.DELETE_api_v1_reminders_idHandler","SCR-028 Напоминания","FLOW-021 Snooze reminder","Boundary/contract UI","implementation_matrix.csv wave-a.csv:1033 Source='dto_field_catalog.csv:Reminder.status; openapi.yaml operation DELETE_api_v1_reminders_id'; openapi.yaml operationId DELETE_api_v1_reminders_id = DELETE /api/v1/reminders/{id}; traceability 4.5 FR-065 Permission=Reminder.ManageOwn","Source field of the matrix row confirms operationId DELETE_api_v1_reminders_id; method and path verified in openapi.yaml; permission confirmed via traceability FR-065."
"wave-a.csv:1034","AC-1544","AC","MOD-008","[STATE-007] Field contract: ReminderCreate.recipientUserId respects type/required/nullable/limits/PATCH semantics","resolved","single-operation","POST_api_v1_reminders","POST_api_v1_reminders","POST","/api/v1/reminders","Reminder.ManageOwn","Task.Application.MOD-008.POST_api_v1_remindersHandler","SCR-028 Напоминания","FLOW-021 Snooze reminder","Boundary/contract UI","implementation_matrix.csv wave-a.csv:1034 Source='dto_field_catalog.csv:ReminderCreate.recipientUserId; openapi.yaml operation POST_api_v1_reminders'; openapi.yaml operationId POST_api_v1_reminders = POST /api/v1/reminders; traceability 4.5 FR-063 Permission=Reminder.ManageOwn","Source field of the matrix row confirms operationId POST_api_v1_reminders; method and path verified in openapi.yaml; permission confirmed via traceability FR-063."
